#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPS27	RPLP1	4443123	4441581	9606.ENSP00000357555	9606.ENSP00000346037	0	0	0	0	0.997	0.960	0.900	0.551	0.999
RPL27	RPL10	4450752	4448690	9606.ENSP00000464813	9606.ENSP00000413436	0.077	0	0	0	0.991	0.960	0.900	0.348	0.999
RPLP0	RPL36A	4450282	4448320	9606.ENSP00000449328	9606.ENSP00000404375	0	0	0	0	0.739	0.956	0.900	0.352	0.999
RPL36	RPL13	4450742	4438368	9606.ENSP00000464342	9606.ENSP00000307889	0	0	0	0	0.988	0.991	0.900	0.504	0.999
RPL5	RPS27A	4443502	4436015	9606.ENSP00000359345	9606.ENSP00000272317	0	0	0	0	0.983	0.979	0.900	0.612	0.999
RPL11	EEF1A1	4444414	4440919	9606.ENSP00000363676	9606.ENSP00000339063	0	0	0	0	0.832	0.962	0.900	0.605	0.999
RPLP0	RPS27	4450282	4443123	9606.ENSP00000449328	9606.ENSP00000357555	0	0	0	0	0.986	0.992	0.900	0.362	0.999
RPL35A	RPL24	4449013	4446224	9606.ENSP00000419117	9606.ENSP00000377640	0	0	0	0	0.990	0.992	0.900	0.583	0.999
RPS24	RPS15A	4448728	4439216	9606.ENSP00000414321	9606.ENSP00000318646	0	0	0	0	0.996	0.991	0.900	0.607	0.999
RPL21	RPL4	4441579	4438689	9606.ENSP00000346027	9606.ENSP00000311430	0.043	0	0	0	0.991	0.991	0.900	0.514	0.999
RPS24	RPL8	4448728	4435108	9606.ENSP00000414321	9606.ENSP00000262584	0	0	0	0	0.999	0.990	0.900	0.691	0.999
RPL30	RPL15	4449429	4438491	9606.ENSP00000428085	9606.ENSP00000309334	0	0	0	0	0.994	0.991	0.900	0.757	0.999
RPL35A	RPL6	4449013	4448260	9606.ENSP00000419117	9606.ENSP00000403172	0	0	0	0	0.995	0.992	0.900	0.656	0.999
UBA52	RPS11	4447538	4435953	9606.ENSP00000388107	9606.ENSP00000270625	0	0	0	0	0.935	0.960	0.900	0.106	0.999
RPL36	RPLP1	4450742	4441581	9606.ENSP00000464342	9606.ENSP00000346037	0	0	0	0	0.987	0.991	0.900	0.644	0.999
FAU	RPS27	4449743	4443123	9606.ENSP00000435370	9606.ENSP00000357555	0	0	0	0	0.958	0.966	0.900	0.664	0.999
RPL6	RPL7A	4448260	4443861	9606.ENSP00000403172	9606.ENSP00000361076	0.051	0	0	0	0.994	0.991	0.900	0.728	0.999
RPS10	RPS11	4451602	4435953	9606.ENSP00000481646	9606.ENSP00000270625	0	0	0	0	0.998	0.991	0.900	0.753	0.999
RPS10	RPL35A	4451602	4449013	9606.ENSP00000481646	9606.ENSP00000419117	0	0	0	0	0.982	0.991	0.900	0.874	0.999
RPS5	RPL35	4451050	4434707	9606.ENSP00000472985	9606.ENSP00000259469	0.219	0	0	0	0.997	0.980	0.900	0.577	0.999
RPS6	RPL11	4445386	4444414	9606.ENSP00000369757	9606.ENSP00000363676	0	0	0	0	0.997	0.992	0.900	0.700	0.999
RPLP0	RPL35A	4450282	4449013	9606.ENSP00000449328	9606.ENSP00000419117	0	0	0	0	0.996	0.986	0.900	0.211	0.999
RPS5	RPS17	4451050	4441582	9606.ENSP00000472985	9606.ENSP00000346046	0	0	0	0	0.977	0.960	0.900	0.643	0.999
RPL24	RPS7	4446224	4440923	9606.ENSP00000377640	9606.ENSP00000339095	0	0	0	0	0.984	0.992	0.900	0.320	0.999
RPL12	RPL19	4442534	4433313	9606.ENSP00000354739	9606.ENSP00000225430	0	0	0	0	0.997	0.992	0.900	0.790	0.999
RPS3	RPL35	4436296	4434707	9606.ENSP00000278572	9606.ENSP00000259469	0.295	0	0	0	0.995	0.961	0.900	0.751	0.999
RPS27	RPL12	4443123	4442534	9606.ENSP00000357555	9606.ENSP00000354739	0	0	0	0	0.991	0.991	0.900	0.605	0.999
RPL6	RPL39	4448260	4442650	9606.ENSP00000403172	9606.ENSP00000355315	0	0	0	0	0.761	0.957	0.900	0.504	0.999
RPL9	RPL4	4448124	4438689	9606.ENSP00000400467	9606.ENSP00000311430	0.185	0	0.289	0	0.995	0.990	0.900	0.762	0.999
RPL30	RPL7A	4449429	4443861	9606.ENSP00000428085	9606.ENSP00000361076	0	0	0	0	0.991	0.991	0.900	0.817	0.999
RPL36	RPS25	4450742	4449729	9606.ENSP00000464342	9606.ENSP00000435096	0	0	0	0	0.995	0.992	0.900	0.597	0.999
RPL6	RPL35	4448260	4434707	9606.ENSP00000403172	9606.ENSP00000259469	0.185	0	0	0	0.992	0.991	0.900	0.738	0.999
UBA52	RPL4	4447538	4438689	9606.ENSP00000388107	9606.ENSP00000311430	0	0	0	0	0.931	0.988	0.900	0.387	0.999
RPL35A	RPL10	4449013	4448690	9606.ENSP00000419117	9606.ENSP00000413436	0	0	0	0	0.985	0.960	0.900	0.167	0.999
RPS19	RPL7A	4450976	4443861	9606.ENSP00000470972	9606.ENSP00000361076	0	0	0	0	0.995	0.992	0.900	0.806	0.999
PSMC2	PSMB4	4447684	4436872	9606.ENSP00000391211	9606.ENSP00000290541	0	0	0	0	0.873	0.989	0.900	0.774	0.999
RPL6	RPS11	4448260	4435953	9606.ENSP00000403172	9606.ENSP00000270625	0.185	0	0	0	0.993	0.992	0.900	0.821	0.999
RPS15	RPL37	4450850	4436119	9606.ENSP00000467466	9606.ENSP00000274242	0	0	0	0	0.911	0.992	0.900	0.631	0.999
GNB2L1	RPS15A	4449378	4439216	9606.ENSP00000426909	9606.ENSP00000318646	0	0	0	0	0.992	0.960	0	0.289	0.999
GNB2L1	RPL6	4449378	4448260	9606.ENSP00000426909	9606.ENSP00000403172	0	0	0	0	0.993	0.956	0	0.251	0.999
RPS29	RPL5	4446487	4443502	9606.ENSP00000379339	9606.ENSP00000359345	0.219	0	0	0	0.993	0.804	0.900	0.916	0.999
ATP5A1	ATP5B	4446852	4434993	9606.ENSP00000381736	9606.ENSP00000262030	0.120	0	0.447	0.592	0.998	0.971	0.900	0.963	0.999
FAU	RPL34	4449743	4446300	9606.ENSP00000435370	9606.ENSP00000378163	0	0	0	0	0.958	0.960	0.900	0.344	0.999
RPS10	RPS8	4451602	4446579	9606.ENSP00000481646	9606.ENSP00000379888	0	0	0	0	0.990	0.992	0.900	0.810	0.999
RPL39	RPL4	4442650	4438689	9606.ENSP00000355315	9606.ENSP00000311430	0.075	0	0	0	0.882	0.957	0.900	0.684	0.999
RPL9	RPL15	4448124	4438491	9606.ENSP00000400467	9606.ENSP00000309334	0	0	0.379	0	0.995	0.992	0.900	0.681	0.999
RPS8	RPL35	4446579	4434707	9606.ENSP00000379888	9606.ENSP00000259469	0	0	0	0	0.993	0.991	0.900	0.710	0.999
RPL27	RPS3A	4450752	4441583	9606.ENSP00000464813	9606.ENSP00000346050	0	0	0	0	0.997	0.992	0.900	0.488	0.999
RPS4X	RPL35	4444232	4434707	9606.ENSP00000362744	9606.ENSP00000259469	0.295	0	0	0	0.993	0.992	0.900	0.531	0.999
RPS4X	RPS7	4444232	4440923	9606.ENSP00000362744	9606.ENSP00000339095	0	0	0	0	0.993	0.998	0.900	0.420	0.999
RPS19	RPS23	4450976	4437320	9606.ENSP00000470972	9606.ENSP00000296674	0	0	0	0	0.993	0.992	0.900	0.725	0.999
RPS19	RPL18	4450976	4450217	9606.ENSP00000470972	9606.ENSP00000447001	0	0.369	0	0	0.985	0.992	0.900	0.629	0.999
RPL7A	RPS9	4443861	4437909	9606.ENSP00000361076	9606.ENSP00000302896	0.077	0	0	0	0.992	0.992	0.900	0.359	0.999
RPL5	RPS23	4443502	4437320	9606.ENSP00000359345	9606.ENSP00000296674	0.219	0	0	0	0.992	0.992	0.900	0.541	0.999
RPL11	RPL12	4444414	4442534	9606.ENSP00000363676	9606.ENSP00000354739	0.219	0	0	0	0.996	0.992	0.900	0.813	0.999
RPS6	RPL4	4445386	4438689	9606.ENSP00000369757	9606.ENSP00000311430	0	0	0	0	0.988	0.991	0.900	0.666	0.999
RPL9	RPS9	4448124	4437909	9606.ENSP00000400467	9606.ENSP00000302896	0.219	0	0.217	0	0.992	0.992	0.900	0.419	0.999
RPL7A	RPL37	4443861	4436119	9606.ENSP00000361076	9606.ENSP00000274242	0	0	0	0	0.876	0.960	0.900	0.584	0.999
RPS28	RPS3A	4451031	4441583	9606.ENSP00000472469	9606.ENSP00000346050	0	0	0	0	0.993	0.967	0.900	0.580	0.999
RPS7	RPS27A	4440923	4436015	9606.ENSP00000339095	9606.ENSP00000272317	0	0	0	0	0.965	0.960	0.900	0.129	0.999
RPL10	RPS11	4448690	4435953	9606.ENSP00000413436	9606.ENSP00000270625	0.154	0	0.214	0	0.997	0.960	0.900	0.210	0.999
ATP5F1	ATP5G3	4443374	4436602	9606.ENSP00000358737	9606.ENSP00000284727	0	0	0	0	0.923	0.734	0.900	0.592	0.999
RPL36	RPL13A	4450742	4445957	9606.ENSP00000464342	9606.ENSP00000375730	0	0	0	0	0.994	0.991	0.900	0.620	0.999
RPS13	RPS3	4449762	4436296	9606.ENSP00000435777	9606.ENSP00000278572	0	0	0.237	0	0.996	0.964	0.900	0.786	0.999
ATP5G3	ATP5B	4436602	4434993	9606.ENSP00000284727	9606.ENSP00000262030	0.068	0	0	0	0.839	0.846	0.900	0.644	0.999
RPL36A	RPL21	4448320	4441579	9606.ENSP00000404375	9606.ENSP00000346027	0	0	0	0	0.776	0.956	0.900	0.575	0.999
RPL11	RPL22	4444414	4441587	9606.ENSP00000363676	9606.ENSP00000346088	0	0	0	0	0.951	0.992	0.900	0.694	0.999
RPL7A	RPS16	4443861	4434174	9606.ENSP00000361076	9606.ENSP00000251453	0.073	0	0	0	0.996	0.992	0.900	0.544	0.999
RPS2	RPL19	4441195	4433313	9606.ENSP00000341885	9606.ENSP00000225430	0.219	0	0	0	0.988	0.992	0.900	0.671	0.999
RPL29	RPS9	4448994	4437909	9606.ENSP00000418868	9606.ENSP00000302896	0	0	0	0	0.960	0.960	0.900	0.680	0.999
RPL5	RPL4	4443502	4438689	9606.ENSP00000359345	9606.ENSP00000311430	0.185	0	0	0	0.994	0.986	0.900	0.811	0.999
RPS7	RPL8	4440923	4435108	9606.ENSP00000339095	9606.ENSP00000262584	0	0	0	0	0.999	0.988	0.900	0.634	0.999
RPL13	RPL19	4438368	4433313	9606.ENSP00000307889	9606.ENSP00000225430	0	0	0	0	0.995	0.991	0.900	0.494	0.999
RPS27	RPL21	4443123	4441579	9606.ENSP00000357555	9606.ENSP00000346027	0	0	0	0	0.999	0.994	0.900	0.619	0.999
RPL18	RPL29	4450217	4448994	9606.ENSP00000447001	9606.ENSP00000418868	0	0	0	0	0.968	0.957	0.900	0.662	0.999
EEF1A1	RPS27A	4440919	4436015	9606.ENSP00000339063	9606.ENSP00000272317	0	0	0	0	0.739	0.959	0.900	0.501	0.999
RPL9	RPS7	4448124	4440923	9606.ENSP00000400467	9606.ENSP00000339095	0	0	0	0	0.997	0.986	0.900	0.559	0.999
RPS10	RPL15	4451602	4438491	9606.ENSP00000481646	9606.ENSP00000309334	0	0	0	0	0.990	0.991	0.900	0.794	0.999
RPS29	RPL13	4446487	4438368	9606.ENSP00000379339	9606.ENSP00000307889	0	0	0	0	0.989	0.805	0.900	0.636	0.999
RPL29	RPS23	4448994	4437320	9606.ENSP00000418868	9606.ENSP00000296674	0	0	0	0	0.980	0.991	0.900	0.216	0.999
GNB2L1	RPS2	4449378	4441195	9606.ENSP00000426909	9606.ENSP00000341885	0	0	0	0	0.993	0.976	0	0.493	0.999
EIF3L	EIF3E	4452102	4433135	9606.ENSP00000485663	9606.ENSP00000220849	0	0	0	0	0.907	0.996	0.900	0.864	0.999
RPL21	RPS11	4441579	4435953	9606.ENSP00000346027	9606.ENSP00000270625	0	0	0	0	0.999	0.992	0.900	0.360	0.999
RPL39	RPS11	4442650	4435953	9606.ENSP00000355315	9606.ENSP00000270625	0.052	0	0	0	0.943	0.960	0.900	0.306	0.999
RPS17	RPL4	4441582	4438689	9606.ENSP00000346046	9606.ENSP00000311430	0	0	0	0	0.960	0.992	0.900	0.659	0.999
RPS10	RPS15	4451602	4450850	9606.ENSP00000481646	9606.ENSP00000467466	0	0	0	0	0.991	0.966	0.900	0.791	0.999
RPL6	UBA52	4448260	4447538	9606.ENSP00000403172	9606.ENSP00000388107	0	0	0	0	0.926	0.958	0.900	0.560	0.999
RPS14	RPS15A	4447293	4439216	9606.ENSP00000385958	9606.ENSP00000318646	0.167	0	0.341	0	0.997	0.991	0.900	0.604	0.999
RPS25	RPS24	4449729	4448728	9606.ENSP00000435096	9606.ENSP00000414321	0	0	0	0	0.997	0.987	0.900	0.866	0.999
RPS13	RPS7	4449762	4440923	9606.ENSP00000435777	9606.ENSP00000339095	0	0	0	0	0.995	0.989	0.900	0.371	0.999
RPL21	RPL18A	4441579	4433211	9606.ENSP00000346027	9606.ENSP00000222247	0.268	0	0	0	0.997	0.992	0.900	0.520	0.999
RPL10	RPL11	4448690	4444414	9606.ENSP00000413436	9606.ENSP00000363676	0.154	0	0	0	0.991	0.962	0.900	0.625	0.999
RPL35A	RPS6	4449013	4445386	9606.ENSP00000419117	9606.ENSP00000369757	0	0	0	0	0.992	0.992	0.900	0.550	0.999
RPS4X	RPS27	4444232	4443123	9606.ENSP00000362744	9606.ENSP00000357555	0	0	0	0	0.992	0.992	0.900	0.628	0.999
RPL12	RPL3	4442534	4441576	9606.ENSP00000354739	9606.ENSP00000346001	0.135	0	0	0	0.993	0.989	0.900	0.823	0.999
RPS3A	RPL8	4441583	4435108	9606.ENSP00000346050	9606.ENSP00000262584	0	0	0.274	0	0.999	0.992	0.900	0.708	0.999
RPS3	EIF3E	4436296	4433135	9606.ENSP00000278572	9606.ENSP00000220849	0	0	0	0	0.945	0.837	0.900	0.265	0.999
RPL13A	RPL37	4445957	4436119	9606.ENSP00000375730	9606.ENSP00000274242	0	0	0	0	0.926	0.958	0.900	0.224	0.999
RPL6	RPL15	4448260	4438491	9606.ENSP00000403172	9606.ENSP00000309334	0	0	0	0	0.996	0.991	0.900	0.853	0.999
ARPC2	ACTR3	4437176	4435220	9606.ENSP00000295685	9606.ENSP00000263238	0	0	0	0	0.995	0.984	0.900	0.883	0.999
RPS19	UBA52	4450976	4447538	9606.ENSP00000470972	9606.ENSP00000388107	0	0	0	0	0.960	0.985	0.900	0.455	0.999
RPLP0	RPS11	4450282	4435953	9606.ENSP00000449328	9606.ENSP00000270625	0.219	0	0	0	0.996	0.990	0.900	0.434	0.999
RPS3A	RPLP1	4441583	4441581	9606.ENSP00000346050	9606.ENSP00000346037	0	0	0	0	0.987	0.992	0.900	0.577	0.999
RPS17	RPL18A	4441582	4433211	9606.ENSP00000346046	9606.ENSP00000222247	0	0	0	0	0.959	0.960	0.900	0.201	0.999
RPS25	RPL10A	4449729	4444285	9606.ENSP00000435096	9606.ENSP00000363018	0	0	0	0	0.998	0.992	0.900	0.569	0.999
RPS5	RPS15A	4451050	4439216	9606.ENSP00000472985	9606.ENSP00000318646	0.167	0	0	0	0.997	0.991	0.900	0.564	0.999
RPL29	RPS29	4448994	4446487	9606.ENSP00000418868	9606.ENSP00000379339	0	0	0	0	0.988	0.805	0.900	0.611	0.999
RPL12	RPS3A	4442534	4441583	9606.ENSP00000354739	9606.ENSP00000346050	0	0	0	0	0.995	0.992	0.900	0.627	0.999
RPL10A	RPL4	4444285	4438689	9606.ENSP00000363018	9606.ENSP00000311430	0.135	0	0	0	0.989	0.991	0.900	0.569	0.999
RPL21	RPS15A	4441579	4439216	9606.ENSP00000346027	9606.ENSP00000318646	0	0	0	0	0.997	0.992	0.900	0.210	0.999
RPS13	RPS14	4449762	4447293	9606.ENSP00000435777	9606.ENSP00000385958	0.042	0	0.291	0	0.995	0.992	0.900	0.754	0.999
NDUFS5	NDUFB5	4444066	4434674	9606.ENSP00000362060	9606.ENSP00000259037	0	0	0	0	0.759	0.989	0.900	0.484	0.999
RPLP0	RPL11	4450282	4444414	9606.ENSP00000449328	9606.ENSP00000363676	0.219	0	0	0	0.996	0.990	0.900	0.700	0.999
RPL18	RPL6	4450217	4448260	9606.ENSP00000447001	9606.ENSP00000403172	0	0	0	0	0.993	0.991	0.900	0.733	0.999
RPS4X	EEF1A1	4444232	4440919	9606.ENSP00000362744	9606.ENSP00000339063	0	0	0.264	0	0.905	0.971	0.900	0.438	0.999
RPL27	RPL6	4450752	4448260	9606.ENSP00000464813	9606.ENSP00000403172	0	0	0	0	0.997	0.991	0.900	0.602	0.999
RPS9	EIF3E	4437909	4433135	9606.ENSP00000302896	9606.ENSP00000220849	0	0	0	0	0.734	0.967	0.900	0.230	0.999
RPS27	RPS16	4443123	4434174	9606.ENSP00000357555	9606.ENSP00000251453	0	0	0	0	0.993	0.991	0.900	0.377	0.999
RPL10A	RPL19	4444285	4433313	9606.ENSP00000363018	9606.ENSP00000225430	0	0	0	0	0.997	0.992	0.900	0.629	0.999
RPS13	RPS27	4449762	4443123	9606.ENSP00000435777	9606.ENSP00000357555	0	0	0	0	0.997	0.992	0.900	0.649	0.999
RPL36A	RPL5	4448320	4443502	9606.ENSP00000404375	9606.ENSP00000359345	0	0	0	0	0.746	0.952	0.900	0.551	0.999
FAU	RPL13A	4449743	4445957	9606.ENSP00000435370	9606.ENSP00000375730	0	0	0	0	0.952	0.958	0.900	0.203	0.999
RPS28	UBA52	4451031	4447538	9606.ENSP00000472469	9606.ENSP00000388107	0	0	0	0	0.935	0.960	0.900	0.261	0.999
RPL35A	RPS24	4449013	4448728	9606.ENSP00000419117	9606.ENSP00000414321	0	0	0	0	0.990	0.809	0.900	0.921	0.999
RPL10	RPS29	4448690	4446487	9606.ENSP00000413436	9606.ENSP00000379339	0.093	0	0	0	0.987	0.789	0.900	0.297	0.999
RPS27	RPL39	4443123	4442650	9606.ENSP00000357555	9606.ENSP00000355315	0	0	0	0	0.958	0.958	0.900	0.627	0.999
RPLP0	RPL8	4450282	4435108	9606.ENSP00000449328	9606.ENSP00000262584	0.167	0	0.227	0	0.997	0.990	0.900	0.469	0.999
RPL18	EEF2	4450217	4438372	9606.ENSP00000447001	9606.ENSP00000307940	0	0	0	0	0.964	0.965	0.900	0.315	0.999
RPL10	RPL34	4448690	4446300	9606.ENSP00000413436	9606.ENSP00000378163	0	0	0	0	0.990	0.801	0.900	0.090	0.999
RPS23	RPL35	4437320	4434707	9606.ENSP00000296674	9606.ENSP00000259469	0.219	0	0	0	0.993	0.992	0.900	0.503	0.999
RPS6	RPL21	4445386	4441579	9606.ENSP00000369757	9606.ENSP00000346027	0	0	0	0	0.996	0.991	0.900	0.567	0.999
RPL10	RPS16	4448690	4434174	9606.ENSP00000413436	9606.ENSP00000251453	0.077	0	0	0	0.990	0.958	0.900	0.462	0.999
RPL35A	RPL4	4449013	4438689	9606.ENSP00000419117	9606.ENSP00000311430	0	0	0	0	0.993	0.992	0.900	0.371	0.999
RPL36A	RPL6	4448320	4448260	9606.ENSP00000404375	9606.ENSP00000403172	0	0	0	0	0.734	0.944	0.900	0.633	0.999
RPL34	RPS17	4446300	4441582	9606.ENSP00000378163	9606.ENSP00000346046	0	0	0	0	0.973	0.960	0.900	0.454	0.999
RPS13	RPS4X	4449762	4444232	9606.ENSP00000435777	9606.ENSP00000362744	0	0	0.244	0	0.996	0.999	0.900	0.458	0.999
RPL12	RPS11	4442534	4435953	9606.ENSP00000354739	9606.ENSP00000270625	0.219	0	0	0	0.996	0.992	0.900	0.599	0.999
EEF2	RPS16	4438372	4434174	9606.ENSP00000307940	9606.ENSP00000251453	0.081	0	0	0	0.974	0.965	0.900	0.207	0.999
RPS15	RPL4	4450850	4438689	9606.ENSP00000467466	9606.ENSP00000311430	0.185	0	0.205	0	0.949	0.988	0.900	0.507	0.999
RPS20	RPL11	4449502	4444414	9606.ENSP00000429374	9606.ENSP00000363676	0.219	0	0	0	0.997	0.965	0.900	0.698	0.999
RPS5	RPS4X	4451050	4444232	9606.ENSP00000472985	9606.ENSP00000362744	0	0	0	0	0.996	0.999	0.900	0.472	0.999
RPL39	RPL12	4442650	4442534	9606.ENSP00000355315	9606.ENSP00000354739	0.081	0	0	0	0.870	0.960	0.900	0.532	0.999
RPS13	RPL10	4449762	4448690	9606.ENSP00000435777	9606.ENSP00000413436	0	0	0	0	0.991	0.960	0.900	0.472	0.999
RPL34	RPS4X	4446300	4444232	9606.ENSP00000378163	9606.ENSP00000362744	0.295	0	0	0	0.993	0.960	0.900	0.134	0.999
ATP5F1	ATP5C1	4443374	4441891	9606.ENSP00000358737	9606.ENSP00000349142	0	0	0	0	0.981	0.998	0.900	0.834	0.999
RPS24	RPL15	4448728	4438491	9606.ENSP00000414321	9606.ENSP00000309334	0	0	0	0	0.993	0.990	0.900	0.837	0.999
RPS4X	RPS3	4444232	4436296	9606.ENSP00000362744	9606.ENSP00000278572	0.295	0	0.282	0	0.997	0.998	0.900	0.588	0.999
RPLP0	RPS16	4450282	4434174	9606.ENSP00000449328	9606.ENSP00000251453	0.135	0	0	0	0.996	0.992	0.900	0.280	0.999
RPS16	RPL19	4434174	4433313	9606.ENSP00000251453	9606.ENSP00000225430	0	0	0	0	0.997	0.991	0.900	0.707	0.999
RPL35A	RPL7A	4449013	4443861	9606.ENSP00000419117	9606.ENSP00000361076	0	0	0	0	0.992	0.992	0.900	0.711	0.999
RPS25	RPLP1	4449729	4441581	9606.ENSP00000435096	9606.ENSP00000346037	0	0	0	0	0.994	0.994	0.900	0.478	0.999
RPS3A	RPS23	4441583	4437320	9606.ENSP00000346050	9606.ENSP00000296674	0	0	0	0	0.995	0.992	0.900	0.252	0.999
RPL34	RPL11	4446300	4444414	9606.ENSP00000378163	9606.ENSP00000363676	0.295	0	0	0	0.995	0.960	0.900	0.530	0.999
RPL10	RPL24	4448690	4446224	9606.ENSP00000413436	9606.ENSP00000377640	0	0	0	0	0.936	0.958	0.900	0.331	0.999
RPS23	RPL18A	4437320	4433211	9606.ENSP00000296674	9606.ENSP00000222247	0	0	0	0	0.993	0.992	0.900	0.394	0.999
RPS19	RPL29	4450976	4448994	9606.ENSP00000470972	9606.ENSP00000418868	0	0	0	0	0.992	0.960	0.900	0.761	0.999
RPS10	RPL7A	4451602	4443861	9606.ENSP00000481646	9606.ENSP00000361076	0	0	0	0	0.994	0.991	0.900	0.206	0.999
RPS20	EEF2	4449502	4438372	9606.ENSP00000429374	9606.ENSP00000307940	0.111	0	0	0	0.950	0.797	0.900	0.323	0.999
RPL36	RPS14	4450742	4447293	9606.ENSP00000464342	9606.ENSP00000385958	0	0	0	0	0.994	0.992	0.900	0.820	0.999
RPL18	RPL39	4450217	4442650	9606.ENSP00000447001	9606.ENSP00000355315	0.077	0	0	0	0.925	0.960	0.900	0.520	0.999
RPL30	RPL3	4449429	4441576	9606.ENSP00000428085	9606.ENSP00000346001	0	0	0	0	0.991	0.989	0.900	0.767	0.999
RPL30	RPS15A	4449429	4439216	9606.ENSP00000428085	9606.ENSP00000318646	0	0	0	0	0.992	0.991	0.900	0.575	0.999
RPS13	FAU	4449762	4449743	9606.ENSP00000435777	9606.ENSP00000435370	0	0	0	0	0.978	0.991	0.900	0.465	0.999
RPL37	RPL35	4436119	4434707	9606.ENSP00000274242	9606.ENSP00000259469	0	0	0	0	0.940	0.960	0.900	0.689	0.999
FAU	RPL24	4449743	4446224	9606.ENSP00000435370	9606.ENSP00000377640	0	0	0	0	0.973	0.960	0.900	0.434	0.999
RPS20	RPS16	4449502	4434174	9606.ENSP00000429374	9606.ENSP00000251453	0.135	0	0	0	0.997	0.962	0.900	0.767	0.999
RPS6	EEF1A1	4445386	4440919	9606.ENSP00000369757	9606.ENSP00000339063	0	0	0	0	0.849	0.972	0.900	0.392	0.999
RPS8	RPL5	4446579	4443502	9606.ENSP00000379888	9606.ENSP00000359345	0	0	0	0	0.995	0.988	0.900	0.869	0.999
RPS15	RPL18	4450850	4450217	9606.ENSP00000467466	9606.ENSP00000447001	0	0	0	0	0.967	0.992	0.900	0.716	0.999
RPL9	RPS14	4448124	4447293	9606.ENSP00000400467	9606.ENSP00000385958	0.219	0	0.366	0	0.996	0.991	0.900	0.596	0.999
RPS15	RPL13	4450850	4438368	9606.ENSP00000467466	9606.ENSP00000307889	0	0	0	0	0.984	0.991	0.900	0.403	0.999
RPL10A	RPS3	4444285	4436296	9606.ENSP00000363018	9606.ENSP00000278572	0.219	0	0	0	0.996	0.963	0.900	0.494	0.999
RPS14	RPS16	4447293	4434174	9606.ENSP00000385958	9606.ENSP00000251453	0.135	0	0	0	0.995	0.998	0.900	0.783	0.999
RPS25	RPL18A	4449729	4433211	9606.ENSP00000435096	9606.ENSP00000222247	0	0	0	0	0.997	0.992	0.900	0.301	0.999
RPS20	RPL30	4449502	4449429	9606.ENSP00000429374	9606.ENSP00000428085	0.203	0	0	0	0.996	0.962	0.900	0.791	0.999
RPL30	RPL36AL	4449429	4441577	9606.ENSP00000428085	9606.ENSP00000346012	0	0	0	0	0.851	0.791	0.900	0.819	0.999
RPS17	RPL13	4441582	4438368	9606.ENSP00000346046	9606.ENSP00000307889	0	0	0	0	0.979	0.959	0.900	0.204	0.999
RPL30	RPL12	4449429	4442534	9606.ENSP00000428085	9606.ENSP00000354739	0	0	0	0	0.996	0.992	0.900	0.785	0.999
RPLP1	RPL13	4441581	4438368	9606.ENSP00000346037	9606.ENSP00000307889	0	0	0	0	0.981	0.974	0.900	0.500	0.999
RPS13	RPL4	4449762	4438689	9606.ENSP00000435777	9606.ENSP00000311430	0	0	0	0	0.995	0.991	0.900	0.739	0.999
RPL27	RPS13	4450752	4449762	9606.ENSP00000464813	9606.ENSP00000435777	0	0	0	0	0.997	0.992	0.900	0.786	0.999
RPL10A	RPLP1	4444285	4441581	9606.ENSP00000363018	9606.ENSP00000346037	0.167	0	0	0	0.997	0.991	0.900	0.395	0.999
RPLP1	RPL8	4441581	4435108	9606.ENSP00000346037	9606.ENSP00000262584	0	0	0	0	0.994	0.960	0.900	0.532	0.999
RPL24	RPL19	4446224	4433313	9606.ENSP00000377640	9606.ENSP00000225430	0	0	0	0	0.987	0.991	0.900	0.553	0.999
RPS24	RPL35	4448728	4434707	9606.ENSP00000414321	9606.ENSP00000259469	0	0	0	0	0.996	0.947	0.900	0.763	0.999
UBA52	RPL10A	4447538	4444285	9606.ENSP00000388107	9606.ENSP00000363018	0	0	0	0	0.887	0.960	0.900	0.393	0.999
RPS24	RPLP1	4448728	4441581	9606.ENSP00000414321	9606.ENSP00000346037	0	0	0	0	0.991	0.947	0.900	0.555	0.999
RPL9	RPS4X	4448124	4444232	9606.ENSP00000400467	9606.ENSP00000362744	0.295	0	0.351	0	0.997	0.991	0.900	0.485	0.999
RPL24	RPL3	4446224	4441576	9606.ENSP00000377640	9606.ENSP00000346001	0	0	0	0	0.977	0.990	0.900	0.604	0.999
RPL35A	RPS7	4449013	4440923	9606.ENSP00000419117	9606.ENSP00000339095	0	0	0	0	0.992	0.960	0.900	0.748	0.999
RPL36	RPS27A	4450742	4436015	9606.ENSP00000464342	9606.ENSP00000272317	0	0	0	0	0.955	0.960	0.900	0.581	0.999
RPS15	RPL15	4450850	4438491	9606.ENSP00000467466	9606.ENSP00000309334	0	0	0.226	0	0.958	0.992	0.900	0.758	0.999
RPL35A	RPL22	4449013	4441587	9606.ENSP00000419117	9606.ENSP00000346088	0	0	0	0	0.952	0.992	0.900	0.492	0.999
RPL36	RPL18	4450742	4450217	9606.ENSP00000464342	9606.ENSP00000447001	0	0	0	0	0.972	0.991	0.900	0.713	0.999
